StockCode,total_orders,total_sales,maximum_sales,minimum_sales,mean_sales,median_sales,sales_figure,maximum_figure,minimum_figure,mean_figure,median_figure,cus_count,max_order_cus,mean_order_cus,median_order_cus,refund_ratio,max_order_gap,min_order_gap
21527,159,434,48,-4,2.729559748,2,3280.3,333.6,-31.8,20.63081761,15.9,102,6,1.558823529,1,0.072649573,41,0
21528,99,165,12,-3,1.666666667,1,1136.75,71.4,-20.85,11.48232323,6.95,62,8,1.596774194,1,0.078212291,20,0
21530,90,693,36,-18,7.7,4.5,640.35,35.4,-14.22,7.115,3.95,63,10,1.428571429,1,0.080901857,32,0
21531,218,1449,192,-4,6.646788991,6,3399.75,403.2,-8.4,15.59518349,15.3,140,9,1.557142857,1,0.009569378,16,0
21533,321,1257,156,-12,3.91588785,3,5979.95,772.2,-51,18.62912773,14.85,208,6,1.543269231,1,0.024068323,12,0
21534,135,305,12,-3,2.259259259,2,1484.55,51,-14.85,10.99666667,9.9,92,9,1.467391304,1,0.040880503,26,0
21535,326,2402,240,-6,7.36809816,6,5683.2,504,-15.3,17.43312883,15.3,200,8,1.63,1,0.012335526,15,0
21537,63,260,64,-48,4.126984127,4,1082,240,-180,17.17460317,17,51,4,1.235294118,1,0.174603175,35,0
21538,2,5,4,1,2.5,2.5,18.75,15,3.75,9.375,9.375,2,1,1,1,0,7,0
21539,231,916,72,-5,3.965367965,3,4320.7,306,-21.25,18.704329,14.85,124,20,1.862903226,1,0.024494143,15,0
21544,109,1763,200,1,16.17431193,12,1429.75,130,0.85,13.11697248,10.2,77,5,1.415584416,1,0,16,0
21547,17,72,6,1,4.235294118,5,212.4,17.7,2.95,12.49411765,14.75,13,3,1.307692308,1,0,41,0
21555,12,55,12,1,4.583333333,6,140.25,30.6,2.55,11.6875,15.3,11,2,1.090909091,1,0,87,0
21556,48,803,408,-1,16.72916667,6,1856.85,918,-2.55,38.684375,15.3,38,4,1.263157895,1,0.001243781,56,0
21557,49,291,120,1,5.93877551,2,821.81,306,2.95,16.77163265,5.9,25,9,1.96,1,0,48,0
21558,277,1935,120,-1,6.985559567,4,4596.75,252,-2.55,16.59476534,10.2,166,14,1.668674699,1,0.002062919,15,0
21559,441,3672,180,-3,8.326530612,6,8615.66,378,-7.65,19.53664399,15.3,232,18,1.900862069,1,0.003798155,16,0
21561,167,1217,60,-1,7.28742515,6,2843.28,126,-2.55,17.02562874,15.3,114,8,1.464912281,1,0.001640689,22,0
21562,25,319,80,1,12.76,10,368.35,84.8,1.25,14.734,12.5,20,4,1.25,1,0,48,0
21563,119,745,60,1,6.260504202,3,2104.59,153,2.95,17.68563025,8.85,83,12,1.43373494,1,0,24,0
21564,95,416,60,-1,4.378947368,2,1206.84,153,-2.95,12.70357895,5.9,54,13,1.759259259,1,0.007159905,21,0
21576,44,165,6,1,3.75,3,376.67,13.5,2.25,8.560681818,6.75,38,3,1.157894737,1,0,38,0
21577,117,536,18,-6,4.581196581,6,1206,40.5,-13.5,10.30769231,13.5,93,5,1.258064516,1,0.012891344,22,0
21578,85,584,60,-2,6.870588235,6,1314,135,-4.5,15.45882353,13.5,68,4,1.25,1,0.003412969,23,0
21579,35,126,12,-6,3.6,6,283.5,27,-13.5,8.1,13.5,29,3,1.206896552,1,0.073529412,54,0
21580,24,90,12,1,3.75,3,202.5,27,2.25,8.4375,6.75,21,2,1.142857143,1,0,54,0
21581,41,153,13,-12,3.731707317,5,344.25,29.25,-27,8.396341463,11.25,33,3,1.242424242,1,0.072727273,40,0
21584,151,1021,100,-1,6.761589404,3,1680.65,165,-1.65,11.13013245,4.95,114,6,1.324561404,1,0.000978474,32,0
21586,68,718,192,-12,10.55882353,3.5,1658.1,403.2,-30.6,24.38382353,8.925,56,6,1.214285714,1,0.017783858,51,0
21587,30,197,48,1,6.566666667,3,480.75,100.8,2.55,16.025,7.65,25,4,1.2,1,0,296,0
21588,129,1269,264,-1,9.837209302,3,2952.45,554.4,-2.55,22.8872093,7.65,95,5,1.357894737,1,0.000787402,25,0
21591,149,1072,144,-30,7.194630872,3,1312.64,152.64,-37.5,8.80966443,3.75,113,4,1.318584071,1,0.047957371,56,0
21592,194,1589,144,1,8.190721649,2,1931.53,152.64,1.25,9.956340206,2.5,140,5,1.385714286,1,0,32,0
21609,75,761,144,1,10.14666667,4,2072.15,367.2,2.95,27.62866667,11.8,59,5,1.271186441,1,0,18,0
21613,38,221,48,1,5.815789474,4,632.75,122.4,2.95,16.65131579,11.8,37,2,1.027027027,1,0,47,0
21614,7,48,12,2,6.857142857,4,141.6,35.4,5.9,20.22857143,11.8,7,1,1,1,0,14,0
21615,101,826,120,1,8.178217822,4,1172.5,150,1.25,11.60891089,7.5,84,4,1.202380952,1,0,63,0
21616,101,717,48,1,7.099009901,4,1011.25,60,1.25,10.01237624,5,80,4,1.2625,1,0,55,0
21617,80,473,36,1,5.9125,3,851.75,45,1.25,10.646875,7.5,62,4,1.290322581,1,0,36,0
21618,58,303,24,1,5.224137931,2,473.75,30,1.25,8.168103448,3.75,48,3,1.208333333,1,0,65,0
21619,113,837,120,1,7.407079646,3,1161.25,150,1.25,10.27654867,5,93,4,1.215053763,1,0,57,0
21620,110,660,24,1,6,3,1012.5,45,1.25,9.204545455,6.875,86,6,1.279069767,1,0,50,0
21621,394,2480,200,-12,6.294416244,2,20444.03,1649.82,-102,51.88840102,17,260,10,1.515384615,1,0.011164274,35,0
21622,98,342,24,-6,3.489795918,4,1676.1,102,-29.7,17.10306122,19.8,77,4,1.272727273,1,0.05,23,0
21623,202,3183,600,-1,15.75742574,2,22071.03,3828,-9.95,109.2625248,19.9,134,9,1.507462687,1,0.001255099,15,0
21624,84,191,20,-3,2.273809524,2,1113.45,99,-17.85,13.25535714,11.9,73,6,1.150684932,1,0.025510204,42,0
21625,115,300,11,1,2.608695652,3,2070,76.45,6.95,18,20.85,96,4,1.197916667,1,0,20,0
21626,81,720,36,-12,8.888888889,12,1404,70.2,-23.4,17.33333333,23.4,64,6,1.265625,1,0.029649596,43,0
21627,24,38,6,1,1.583333333,1,568.1,89.7,14.95,23.67083333,14.95,14,6,1.714285714,1,0,49,0
21628,17,41,13,-2,2.411764706,1,575.55,165.75,-29.9,33.85588235,14.95,13,3,1.307692308,1,0.046511628,86,0
21629,24,50,6,1,2.083333333,1.5,387.5,47.7,7.95,16.14583333,11.925,13,9,1.846153846,1,0,57,0
21630,22,52,12,-1,2.363636364,1.5,443.4,95.4,-8.95,20.15454545,13.425,13,6,1.692307692,1,0.018867925,112,0
21631,16,155,30,1,9.6875,12,761.85,118.5,12.75,47.615625,47.4,15,2,1.066666667,1,0,163,0
21632,5,60,12,12,12,12,237,47.4,47.4,47.4,47.4,5,1,1,1,0,19,0
21633,15,86,30,-1,5.733333333,2,515.7,118.5,-12.75,34.38,25.5,13,2,1.153846154,1,0.011494253,57,0
21634,23,948,288,12,41.2173913,24,462.6,112.32,9.36,20.11304348,9.36,22,2,1.045454545,1,0,50,0
21635,15,270,144,1,18,12,367.5,180,2.5,24.5,15,15,1,1,1,0,73,0
21636,75,888,120,1,11.84,12,682.2,90,0.75,9.096,9,57,3,1.315789474,1,0,71,0
21637,6,109,36,1,18.16666667,18,136.25,45,1.25,22.70833333,22.5,6,1,1,1,0,74,0
21638,30,232,48,1,7.733333333,6,487.2,100.8,2.1,16.24,12.6,23,3,1.304347826,1,0,55,0
21640,48,511,96,1,10.64583333,3,421.87,69.12,0.85,8.788958333,2.55,35,6,1.371428571,1,0,48,0
21641,23,1102,494,1,47.91304348,24,367.98,143.26,0.85,15.99913043,6.96,19,3,1.210526316,1,0,36,0
21642,94,2393,240,-23,25.45744681,24,771.81,69.6,-10.2,8.210744681,6.96,79,3,1.189873418,1,0.018457752,38,0
21643,32,478,72,-12,14.9375,12,579.26,90,-15,18.101875,15,27,3,1.185185185,1,0.024489796,41,0
21644,36,190,24,-24,5.277777778,4,237.5,30,-30,6.597222222,5,30,3,1.2,1,0.11627907,49,0
21645,1,-24,-24,-24,-24,-24,-39.6,-39.6,-39.6,-39.6,-39.6,1,1,1,1,1,0,0
21647,30,116,12,-1,3.866666667,2,243.6,25.2,-2.1,8.12,4.2,21,3,1.428571429,1,0.008547009,101,0
21648,34,653,120,-1,19.20588235,24,788.89,127.2,-1.25,23.20264706,30,27,4,1.259259259,1,0.001529052,64,0
21650,68,2149,192,-24,31.60294118,24,431.77,36.48,-4.56,6.349558824,4.56,47,5,1.446808511,1,0.011044639,50,0
21651,11,131,36,1,11.90909091,6,201.75,52.2,1.65,18.34090909,9.9,9,3,1.222222222,1,0,33,0
21654,50,946,144,1,18.92,6,432.54,56.16,0.78,8.6508,7.86,40,3,1.25,1,0,25,0
21655,5,0,24,-12,0,-12,0,40.56,-20.28,0,-20.28,1,5,5,5,1,31,0
21656,17,117,18,1,6.882352941,6,169.65,26.1,1.45,9.979411765,8.7,15,2,1.133333333,1,0,22,0
21657,15,28,6,1,1.866666667,1,194.6,41.7,6.95,12.97333333,6.95,11,4,1.363636364,1,0,16,0
21658,153,742,48,-2,4.849673203,4,2757.78,162.72,-7.9,18.02470588,15.8,83,10,1.843373494,1,0.040103493,27,0
21661,3,3,1,1,1,1,17.85,5.95,5.95,5.95,5.95,3,1,1,1,0,29,0
21662,16,74,48,1,4.625,2,416.3,261.6,5.95,26.01875,11.9,14,2,1.142857143,1,0,65,0
21664,19,97,48,1,5.105263158,2,346.47,162.72,3.75,18.23526316,7.5,15,3,1.266666667,1,0,101,0
21666,31,360,48,2,11.61290323,12,234,31.2,1.3,7.548387097,7.8,20,10,1.55,1,0,41,0
21667,2,0,2,-2,0,0,0,29.9,-29.9,0,0,1,2,2,2,1,4,0
21668,348,4927,144,-42,14.15804598,12,6086.56,152.64,-44.52,17.49011494,15,168,30,2.071428571,1,0.016763121,12,0
21669,372,4846,96,-34,13.02688172,12,6095.85,120,-49.3,16.38669355,15,166,31,2.240963855,1,0.016240357,12,0
21670,300,3929,192,-38,13.09666667,12,4923.57,240,-55.1,16.4119,15,157,18,1.910828025,1,0.017258629,15,0
21671,295,3808,192,-85,12.90847458,12,4672.79,163.2,-123.25,15.8399661,15,165,15,1.787878788,1,0.038383838,15,0
21672,317,4449,192,-24,14.03470032,12,5459.29,163.2,-30,17.22173502,15,157,40,2.01910828,1,0.013087844,12,0
21673,289,3874,192,-36,13.40484429,12,4791.9,163.2,-52.2,16.58096886,15,153,22,1.888888889,1,0.025898919,12,0
21675,51,499,36,-12,9.784313725,12,424.15,25.92,-10.2,8.316666667,10.2,44,5,1.159090909,1,0.023483366,79,0
21676,32,211,18,1,6.59375,6,191.05,15.3,0.85,5.9703125,5.1,21,10,1.523809524,1,0,52,0
21677,80,748,36,-12,9.35,9,639.7,25.92,-10.2,7.99625,7.65,62,7,1.290322581,1,0.015789474,27,0
21678,16,104,12,1,6.5,6,88.4,10.2,0.85,5.525,5.1,16,1,1,1,0,95,0
21679,82,1023,48,1,12.47560976,12,864.87,40.8,0.85,10.54719512,10.2,65,3,1.261538462,1,0,26,0
21680,49,768,144,1,15.67346939,12,652.8,122.4,0.85,13.32244898,10.2,41,2,1.195121951,1,0,42,0
21681,2,2,1,1,1,1,19.9,9.95,9.95,9.95,9.95,2,1,1,1,0,8,0
21682,50,173,16,-3,3.46,4,861.36,79.2,-14.85,17.2272,19.8,42,3,1.19047619,1,0.017045455,37,0
21683,47,291,30,1,6.191489362,6,858.45,88.5,2.95,18.26489362,17.7,38,4,1.236842105,1,0,35,0
21684,36,752,360,1,20.88888889,12,565.21,230.4,0.85,15.70027778,10.2,27,4,1.333333333,1,0,52,0
21686,19,32,10,-1,1.684210526,1,1228.4,349.5,-39.95,64.65263158,39.95,6,9,3.166666667,2,0.03030303,52,0
21688,39,316,48,1,8.102564103,6,932.2,141.6,2.95,23.9025641,17.7,36,2,1.083333333,1,0,43,0
21689,21,86,10,1,4.095238095,4,322.5,37.5,3.75,15.35714286,15,20,2,1.05,1,0,74,0
21690,9,24,6,1,2.666666667,2,90,22.5,3.75,10,7.5,6,2,1.5,1.5,0,39,0
21692,8,17,4,1,2.125,2,63.75,15,3.75,7.96875,7.5,7,2,1.142857143,1,0,39,0
21693,43,346,36,1,8.046511628,6,1020.7,106.2,2.95,23.7372093,17.7,38,2,1.131578947,1,0,56,0
21694,19,297,96,1,15.63157895,6,799.35,244.8,2.95,42.07105263,17.7,17,3,1.117647059,1,0,92,0
21695,36,283,36,3,7.861111111,6,834.85,106.2,8.85,23.19027778,17.7,35,2,1.028571429,1,0,46,0
21696,31,214,18,-12,6.903225806,6,631.3,53.1,-35.4,20.36451613,17.7,27,2,1.148148148,1,0.053097345,54,0
21698,19,237,36,1,12.47368421,12,105.31,14.04,0.78,5.542631579,4.68,19,1,1,1,0,90,0
21700,86,1216,72,-36,14.13953488,12,1033.6,61.2,-30.6,12.01860465,10.2,58,7,1.482758621,1,0.028753994,38,0
21703,238,9057,864,-60,38.05462185,12,3340.64,233.28,-25.2,14.03630252,5.04,166,9,1.43373494,1,0.009406103,13,0
21704,192,4937,504,-2,25.71354167,12,3797.48,362.88,-1.7,19.77854167,10.2,132,14,1.454545455,1,0.001011736,27,0
21705,93,561,48,-12,6.032258065,3,942.05,69.6,-19.8,10.12956989,4.95,70,7,1.328571429,1,0.034423408,28,0
21706,67,221,12,1,3.298507463,4,1094.98,59.4,4.95,16.34298507,19.8,53,4,1.264150943,1,0,30,0
21707,45,112,8,1,2.488888889,2,561.62,39.6,4.95,12.48044444,9.9,42,2,1.071428571,1,0,50,0
21708,34,138,36,-1,4.058823529,4,677.5,178.2,-4.95,19.92647059,18.4,28,3,1.214285714,1,0.007194245,72,0
21709,31,87,8,1,2.806451613,4,430.06,34,4.95,13.87290323,19.8,30,2,1.033333333,1,0,50,0
21710,31,84,8,1,2.709677419,1,412.41,39.6,4.95,13.30354839,9.9,29,2,1.068965517,1,0,43,0
21711,23,86,36,1,3.739130435,1,420.1,178.2,4.95,18.26521739,4.95,22,2,1.045454545,1,0,61,0
21713,133,682,96,-5,5.127819549,4,1409.45,177.6,-9.25,10.59736842,8.4,101,5,1.316831683,1,0.022922636,38,0
21714,128,1027,66,-6,8.0234375,6,1283.75,82.5,-7.5,10.02929688,7.5,102,6,1.254901961,1,0.019102197,43,0
21715,138,1139,64,1,8.253623188,8,2731.65,163.2,2.55,19.79456522,20.4,115,5,1.2,1,0,26,0
21716,138,1195,64,-8,8.65942029,8,2893.67,163.2,-20.4,20.96862319,20.4,111,8,1.243243243,1,0.006650042,30,0
21717,38,405,96,1,10.65789474,4,931.95,201.6,2.55,24.525,10.2,34,2,1.117647059,1,0,25,0
21718,142,1272,64,-1,8.957746479,6,1592.42,80,-1.25,11.21422535,7.5,105,11,1.352380952,1,0.000785546,40,0
21719,35,301,50,1,8.6,12,255.85,42.5,0.85,7.31,10.2,29,3,1.206896552,1,0,37,0
21720,8,57,12,1,7.125,6,48.45,10.2,0.85,6.05625,5.1,8,1,1,1,0,70,0
21721,22,175,24,1,7.954545455,6,148.75,20.4,0.85,6.761363636,5.1,19,2,1.157894737,1,0,58,0
21722,16,64,12,-1,4,2.5,54.4,10.2,-0.85,3.4,2.125,14,2,1.142857143,1,0.015384615,64,0
21723,39,370,50,1,9.487179487,6,314.5,42.5,0.85,8.064102564,5.1,28,5,1.392857143,1,0,72,0
21724,56,371,29,1,6.625,5,315.35,24.65,0.85,5.63125,4.25,42,6,1.333333333,1,0,23,0
21725,32,274,48,1,8.5625,6,232.9,40.8,0.85,7.278125,5.1,26,6,1.230769231,1,0,36,0
21726,34,218,24,1,6.411764706,5.5,185.3,20.4,0.85,5.45,4.675,27,5,1.259259259,1,0,56,0
21730,121,472,18,-3,3.900826446,3,2191.13,76.5,-14.85,18.1085124,14.85,79,19,1.53164557,1,0.026804124,34,0
21731,516,12304,576,-126,23.84496124,12,18923.08,835.2,-182.7,36.67263566,19.8,253,19,2.039525692,1,0.01378647,14,0
21733,674,7438,860,-32,11.03560831,5,21737.26,2786.4,-81.6,32.2511276,14.75,374,12,1.802139037,1,0.007207688,12,0
21735,95,177,24,-18,1.863157895,2,2169,262.8,-197.1,22.83157895,25.5,61,6,1.557377049,1,0.157142857,19,0
21736,7,77,36,-3,11,6,136.05,75.6,-1.17,19.43571429,12.6,5,2,1.4,1,0.0375,39,0
21738,22,45,6,1,2.045454545,1,132.75,17.7,2.95,6.034090909,2.95,17,3,1.294117647,1,0,105,0
21739,49,142,12,1,2.897959184,2,414.49,35.4,2.46,8.458979592,4.92,37,7,1.324324324,1,0,135,0
21741,28,131,18,1,4.678571429,4,386.45,53.1,2.95,13.80178571,11.8,27,2,1.037037037,1,0,157,0
21742,82,173,15,1,2.109756098,1.5,1029.35,89.25,5.95,12.55304878,8.925,67,4,1.223880597,1,0,23,0
21743,34,266,96,-5,7.823529412,3,727.1,244.8,-14.75,21.38529412,8.85,29,2,1.172413793,1,0.032727273,60,0
21744,84,367,18,1,4.369047619,3,1128.09,53.1,2.95,13.42964286,8.85,66,7,1.272727273,1,0,153,0
21745,204,869,24,-4,4.259803922,3,3194.17,81.36,-15,15.65769608,11.25,114,11,1.789473684,1,0.004581901,21,0
21746,190,2959,144,-12,15.57368421,12,3502.95,152.64,-15,18.43657895,15,122,7,1.557377049,1,0.005043712,22,0
21747,43,425,48,-12,9.88372093,12,512.53,50.88,-15,11.91930233,15,31,4,1.387096774,1,0.027459954,53,0
21749,110,1892,312,-6,17.2,6,3628.2,577.2,-12.6,32.98363636,12.6,80,6,1.375,1,0.004210526,23,0
21750,17,78,24,1,4.588235294,3,163.8,50.4,2.1,9.635294118,6.3,15,2,1.133333333,1,0,48,0
21754,706,2594,36,-3,3.674220963,3,15268.68,196.2,-17.85,21.6270255,17.85,358,14,1.972067039,1,0.004222649,12,0
21755,570,1911,27,-3,3.352631579,3,11311.8,147.15,-17.85,19.84526316,17.85,333,21,1.711711712,1,0.002088773,13,0
21756,252,766,18,-2,3.03968254,3,4580.33,99,-11.9,18.1759127,17.85,166,11,1.518072289,1,0.002604167,15,0
21757,3,6,2,2,2,2,29.7,9.9,9.9,9.9,9.9,3,1,1,1,0,25,0
21758,14,32,8,1,2.285714286,2,202.4,47.6,6.45,14.45714286,12.9,13,2,1.076923077,1,0,77,0
21761,9,9,1,1,1,1,269.55,29.95,29.95,29.95,29.95,9,1,1,1,0,102,0
21763,4,6,2,1,1.5,1.5,169.75,59.9,20,42.4375,44.925,4,1,1,1,0,121,0
21769,2,11,10,1,5.5,5.5,607.65,527.7,79.95,303.825,303.825,2,1,1,1,0,5,0
21770,333,1481,420,-6,4.447447447,2,6861.36,1785,-29.7,20.60468468,9.9,256,12,1.30078125,1,0.00403497,6,0
21773,59,920,192,1,15.59322034,12,693.52,101.76,1.25,11.75457627,10.08,50,4,1.18,1,0,57,0
21774,53,834,288,-1,15.73584906,3,645.78,120.96,-1.25,12.1845283,3.75,39,4,1.358974359,1,0.001197605,39,0
21775,42,280,48,-3,6.666666667,3,310.16,20.16,-3.75,7.384761905,3.75,34,3,1.235294118,1,0.010600707,48,0
21777,5,2,4,-3,0.4,1,15.9,31.8,-23.85,3.18,7.95,5,1,1,1,0.714285714,8,0
21781,90,117,8,-7,1.3,1,1729.35,102,-89.25,19.215,14.95,52,6,1.730769231,1,0.152173913,14,0
21784,39,49,4,-2,1.256410256,1,487.55,39.8,-19.9,12.50128205,9.95,21,12,1.857142857,1,0.039215686,32,0
21785,5,411,407,1,82.2,1,267.95,264.55,0.85,53.59,0.85,3,3,1.666666667,1,0,37,0
21786,93,1655,144,-22,17.79569892,6,597.57,46.08,-9.24,6.425483871,2.52,56,8,1.660714286,1,0.013118664,28,0
21787,184,6991,1788,-360,37.99456522,24,5733.25,1519.8,-306,31.15896739,15.875,114,11,1.614035088,1,0.070222104,27,0
21788,70,1133,144,-20,16.18571429,3,877.63,93.6,-17,12.53757143,2.55,59,3,1.186440678,1,0.019047619,37,0
21789,72,755,48,-19,10.48611111,3,637.73,40.8,-16.15,8.857361111,2.55,54,4,1.333333333,1,0.025806452,37,0
21790,694,12639,360,-48,18.21181556,12,9876.81,208.8,-40.8,14.2317147,10.2,434,26,1.599078341,1,0.006680289,12,0
21791,462,6740,360,-12,14.58874459,12,8040.13,381.6,-15,17.40287879,15,324,10,1.425925926,1,0.005312869,16,0
21792,71,330,24,-1,4.647887324,3,1384.7,94.8,-3.95,19.5028169,13.5,58,5,1.224137931,1,0.003021148,29,0
21793,67,296,40,1,4.417910448,2,1240.44,158,3.95,18.51402985,11.85,57,7,1.175438596,1,0,41,0
21794,95,498,40,-2,5.242105263,3,2052.62,158,-7.9,21.60652632,13.5,79,3,1.202531646,1,0.005988024,36,0
21801,23,421,36,-36,18.30434783,12,176.82,15.12,-15.12,7.687826087,5.04,22,2,1.045454545,1,0.078774617,232,0
21802,50,999,36,-1,19.98,15.5,419.58,15.12,-0.42,8.3916,6.51,45,3,1.111111111,1,0.001,158,0
21803,49,1132,72,1,23.10204082,36,475.44,30.24,0.42,9.702857143,15.12,45,2,1.088888889,1,0,246,0
21804,40,174,24,1,4.35,3,641.7,90,3.75,16.0425,11.25,36,2,1.111111111,1,0,278,0
21807,30,415,36,1,13.83333333,7.5,174.3,15.12,0.42,5.81,3.15,24,3,1.25,1,0,208,0
21808,21,98,12,1,4.666666667,3,367.5,45,3.75,17.5,11.25,20,2,1.05,1,0,141,0
21809,87,1826,192,1,20.98850575,6,982.43,74.88,0.39,11.29229885,5,69,6,1.260869565,1,0,141,0
21810,168,4838,384,-48,28.79761905,12,2124.2,149.76,-60,12.64404762,12.4,118,7,1.423728814,1,0.009823987,126,0
21811,168,4284,144,-48,25.5,12,2162.86,60,-18.72,12.87416667,9.165,119,5,1.411764706,1,0.011080332,35,0
21812,43,201,30,-6,4.674418605,3,952.95,127.5,-29.7,22.16162791,14.85,34,3,1.264705882,1,0.065116279,54,0
21813,42,242,42,-6,5.761904762,6,1147.5,178.5,-29.7,27.32142857,29.7,37,3,1.135135135,1,0.02811245,155,0
21814,15,75,12,1,5,4,108.75,17.4,1.45,7.25,5.8,11,2,1.363636364,1,0,139,0
21815,20,132,24,1,6.6,3.5,191.4,34.8,1.45,9.57,5.075,15,2,1.333333333,1,0,124,0
21816,9,34,12,1,3.777777778,2,49.3,17.4,1.45,5.477777778,2.9,6,2,1.5,1.5,0,284,0
21817,61,908,36,1,14.8852459,10,408.86,30.6,0.39,6.702622951,3.9,48,4,1.270833333,1,0,212,0
21818,152,2615,108,1,17.20394737,8,1245.61,61.2,0.39,8.194802632,3.9,107,5,1.420560748,1,0,58,0
21819,113,2339,180,1,20.69911504,10,1000.89,70.2,0.39,8.857433628,3.9,83,5,1.361445783,1,0,194,0
21820,62,247,24,-18,3.983870968,2,914.84,90,-67.5,14.75548387,7.5,47,3,1.319148936,1,0.108303249,111,0
21821,42,211,24,-12,5.023809524,4.5,780.45,90,-45,18.58214286,15.795,35,4,1.2,1,0.053811659,225,0
21822,61,545,48,-2,8.93442623,6,509.01,58.5,-3.9,8.34442623,4.74,43,3,1.418604651,1,0.003656307,271,0
21823,77,1196,96,1,15.53246753,12,687.98,69.6,0.39,8.934805195,9.36,61,5,1.262295082,1,0,70,0
21824,78,1426,48,-24,18.28205128,24,663.2,34.8,-34.8,8.502564103,9.36,63,3,1.238095238,1,0.016551724,200,0
21826,21,93,12,1,4.428571429,2,116.25,15,1.25,5.535714286,2.5,16,2,1.3125,1,0,29,0
21827,3,6,4,1,2,1,7.5,5,1.25,2.5,1.25,3,1,1,1,0,112,0
21828,66,295,24,1,4.46969697,2,368.75,30,1.25,5.587121212,2.5,50,11,1.32,1,0,31,0
21829,136,6354,432,-108,46.72058824,36,1310.25,77.76,-22.68,9.634191176,7.56,104,4,1.307692308,1,0.016713092,28,0
21830,94,2551,96,-24,27.13829787,24,1073.47,40.32,-10.08,11.41989362,10.08,63,8,1.492063492,1,0.018468642,24,0
21832,115,777,24,1,6.756521739,4,1291.89,39.6,1.65,11.23382609,6.6,78,5,1.474358974,1,0,25,0
21833,115,2526,204,-24,21.96521739,12,4105.74,303.96,-40.56,35.70208696,20.28,85,4,1.352941176,1,0.011350294,31,0
21836,2,3,2,1,1.5,1.5,11.25,7.5,3.75,5.625,5.625,2,1,1,1,0,46,0
21839,1,1,1,1,1,1,5.45,5.45,5.45,5.45,5.45,1,1,1,1,0,0,0
21841,22,73,28,1,3.318181818,2,310.25,119,4.25,14.10227273,8.5,19,2,1.157894737,1,0,106,0
21843,447,1420,216,-132,3.176733781,2,14739.6,2365.2,-716.4,32.97449664,21.9,259,10,1.725868726,1,0.184376795,12,0
21844,146,1792,252,-6,12.2739726,6,4907.6,642.6,-17.7,33.61369863,17.7,99,5,1.474747475,1,0.011037528,15,0
21845,91,1855,72,-16,20.38461538,6,1645.45,91.8,-41.3,18.08186813,17.7,64,6,1.421875,1,0.02726796,23,0
21846,23,58,25,-12,2.52173913,1,296.32,106.25,-59.4,12.88347826,8.29,12,5,1.916666667,1,0.171428571,73,0
21847,5,9,3,1,1.8,1,44.55,14.85,4.95,8.91,4.95,5,1,1,1,0,125,0
21849,24,49,12,1,2.041666667,1,245.89,59.4,4.95,10.24541667,4.95,15,4,1.6,1,0,66,0
21850,20,22,36,-36,1.1,1,108.9,153,-153,5.445,4.95,11,9,1.818181818,1,0.620689655,104,0
21851,15,26,4,1,1.733333333,1,138.72,19.8,4.95,9.248,8.29,12,3,1.25,1,0,102,0
21864,97,539,72,-20,5.556701031,2,1063.02,151.2,-42,10.95896907,4.2,64,5,1.515625,1,0.035778175,19,0
21865,71,221,12,1,3.112676056,2,459.18,25.2,2.1,6.467323944,4.2,52,3,1.365384615,1,0,47,0
21866,105,519,25,1,4.942857143,2,646.75,31.25,1.25,6.15952381,2.5,77,5,1.363636364,1,0,21,0
21867,84,258,12,1,3.071428571,2,322.64,15,1.25,3.840952381,2.5,54,8,1.555555556,1,0,35,0
21868,244,2259,72,-36,9.258196721,6,2820.99,76.32,-38.16,11.56143443,7.5,153,11,1.594771242,1,0.036262799,62,0
21870,144,1331,72,-12,9.243055556,9,1636.39,76.32,-15,11.36381944,11.25,97,6,1.484536082,1,0.019159912,15,0
21871,277,4472,824,-576,16.14440433,6,5243.76,873.44,-610.56,18.93054152,9.9,135,21,2.051851852,1,0.130806608,14,0
21872,116,1216,432,-4,10.48275862,2,1302.44,345.6,-5,11.22793103,2.895,79,7,1.46835443,1,0.003278689,34,0
21873,91,1486,624,-72,16.32967033,2,1638.98,923.52,-76.32,18.01076923,3.29,60,15,1.516666667,1,0.057704502,22,0
21874,196,2764,744,-12,14.10204082,6,3594.95,1101.12,-15,18.34158163,9.075,110,7,1.781818182,1,0.007896626,16,0
21875,110,1909,576,-24,17.35454545,3,2140.61,610.56,-30,19.46009091,5.165,80,6,1.375,1,0.014455343,17,0
21876,200,3457,624,-12,17.285,6,3910.81,923.52,-19.8,19.55405,9.9,136,10,1.470588235,1,0.010872675,15,0
21877,305,4223,828,-828,13.84590164,6,5448.43,923.52,-877.68,17.86370492,9.9,173,17,1.76300578,1,0.19943128,12,0
21878,158,2383,200,-12,15.08227848,12,1961.85,144,-10.2,12.41677215,10.2,121,12,1.305785124,1,0.00542571,46,0
21879,57,1013,120,1,17.77192982,12,294.13,22.8,0.65,5.160175439,4.56,50,3,1.14,1,0,44,0
21880,98,1430,120,-12,14.59183673,12,651.2,46.8,-7.8,6.644897959,7.8,83,5,1.180722892,1,0.008321775,20,0
21881,43,962,288,1,22.37209302,12,306.12,54.72,0.65,7.119069767,7.8,37,3,1.162162162,1,0,53,0
21882,41,600,192,1,14.63414634,12,191.28,36.48,0.65,4.665365854,4.56,35,3,1.171428571,1,0,42,0
